external_id,timestamp,latitude,longitude,prev_latitude,prev_longitude,length,width,height,speed,direction,wind_speed,wind_direction,current_speed,current_direction,sea_ice_concentration,next_latitude,next_longitude
A-017,2026-08-05T18:00:00+00:00,-68.2572,32.7878,-68.3255,32.821,11122.7,7378.7,50.6,0.77,349.8,9.5,1.1,0.85,334.8,77.8,-68.1813,32.7508
A-017,2026-08-06T00:00:00+00:00,-68.1813,32.7508,-68.1294,32.7385,11122.7,7378.7,50.6,0.58,175.0,9.8,165.1,0.6,160.0,77.3,-68.239,32.7646
A-017,2026-08-06T06:00:00+00:00,-68.239,32.7646,-68.2433,32.5788,11122.7,7378.7,50.6,0.77,86.4,12.2,100.6,0.8,71.4,71.1,-68.2342,32.971
A-017,2026-08-06T12:00:00+00:00,-68.2342,32.971,-68.1889,33.1438,11122.7,7378.7,50.6,0.87,234.8,23.9,211.1,0.69,219.8,49.2,-68.2844,32.7789
A-017,2026-08-06T18:00:00+00:00,-68.2844,32.7789,-68.253,32.5119,11122.7,7378.7,50.6,1.15,107.7,28.7,99.2,0.87,92.7,30.4,-68.3194,33.0756
A-017,2026-08-07T00:00:00+00:00,-68.3194,33.0756,-68.3467,33.1278,11122.7,7378.7,50.6,0.37,324.8,14.6,325.7,0.22,309.8,51.6,-68.289,33.0177
A-017,2026-08-07T06:00:00+00:00,-68.289,33.0177,-68.3697,32.9273,11122.7,7378.7,50.6,0.97,22.5,14.6,341.5,0.91,7.5,27.1,-68.1993,33.1181
A-017,2026-08-07T12:00:00+00:00,-68.1993,33.1181,-68.0858,33.1678,11122.7,7378.7,50.6,1.28,189.2,29.6,187.9,1.17,174.2,62.8,-68.3256,33.0628
A-017,2026-08-07T18:00:00+00:00,-68.3256,33.0628,-68.3391,33.1771,11122.7,7378.7,50.6,0.49,287.7,32.0,268.7,0.23,272.7,77.5,-68.3106,32.9358
A-017,2026-08-08T00:00:00+00:00,-68.3106,32.9358,-68.2352,32.7117,11122.7,7378.7,50.6,1.24,132.3,15.2,101.8,1.33,117.3,63.4,-68.3942,33.1849
A-017,2026-08-08T06:00:00+00:00,-68.3942,33.1849,-68.3247,33.4834,11122.7,7378.7,50.6,1.44,237.7,24.7,220.9,1.32,222.7,31.9,-68.4715,32.8532
A-017,2026-08-08T12:00:00+00:00,-68.4715,32.8532,-68.4201,32.8443,11122.7,7378.7,50.6,0.57,176.4,22.9,190.2,0.41,161.4,70.0,-68.5286,32.8631
A-017,2026-08-08T18:00:00+00:00,-68.5286,32.8631,-68.4389,32.7973,11122.7,7378.7,50.6,1.03,165.0,31.1,151.1,0.68,150.0,32.2,-68.6282,32.9362
A-017,2026-08-09T00:00:00+00:00,-68.6282,32.9362,-68.6556,33.1937,11122.7,7378.7,50.6,1.08,286.3,30.0,259.5,0.79,271.3,37.7,-68.5978,32.6501
A-017,2026-08-09T06:00:00+00:00,-68.5978,32.6501,-68.4863,32.5728,11122.7,7378.7,50.6,1.28,165.8,14.0,144.7,1.38,150.8,56.7,-68.7217,32.7361
A-017,2026-08-09T12:00:00+00:00,-68.7217,32.7361,-68.6717,32.7107,11122.7,7378.7,50.6,0.56,169.6,10.9,169.9,0.47,154.6,23.0,-68.7773,32.7643
A-017,2026-08-09T18:00:00+00:00,-68.7773,32.7643,-68.7137,32.748,11122.7,7378.7,50.6,0.71,174.7,18.1,169.7,0.54,159.7,34.8,-68.8478,32.7824
A-017,2026-08-10T00:00:00+00:00,-68.8478,32.7824,-68.9164,32.6945,11122.7,7378.7,50.6,0.84,24.8,36.7,5.9,0.31,9.8,28.9,-68.7716,32.88
A-017,2026-08-10T06:00:00+00:00,-68.7716,32.88,-68.8401,32.7577,11122.7,7378.7,50.6,0.91,32.9,20.3,15.8,0.85,17.9,68.0,-68.6955,33.0159
A-017,2026-08-10T12:00:00+00:00,-68.6955,33.0159,-68.7731,32.919,11122.7,7378.7,50.6,0.95,24.4,11.1,356.3,0.97,9.4,34.3,-68.6094,33.1236
A-017,2026-08-10T18:00:00+00:00,-68.6094,33.1236,-68.5928,33.0422,11122.7,7378.7,50.6,0.38,119.2,14.4,133.5,0.25,104.2,58.2,-68.6279,33.2141
A-017,2026-08-11T00:00:00+00:00,-68.6279,33.2141,-68.5928,32.9866,11122.7,7378.7,50.6,1.0,112.9,11.6,100.9,1.02,97.9,33.6,-68.6668,33.467
A-017,2026-08-11T06:00:00+00:00,-68.6668,33.467,-68.646,33.3617,11122.7,7378.7,50.6,0.48,118.5,18.2,85.2,0.37,103.5,71.4,-68.69,33.584
A-017,2026-08-11T12:00:00+00:00,-68.69,33.584,-68.5941,33.7629,11122.7,7378.7,50.6,1.29,214.1,24.1,226.5,1.27,199.1,64.8,-68.7966,33.3852
A-017,2026-08-11T18:00:00+00:00,-68.7966,33.3852,-68.7174,33.5823,11122.7,7378.7,50.6,1.18,222.0,24.2,236.6,1.17,207.0,74.7,-68.8845,33.1661
A-017,2026-08-12T00:00:00+00:00,-68.8845,33.1661,-68.8978,32.8784,11122.7,7378.7,50.6,1.16,82.7,32.5,77.9,0.78,67.7,25.8,-68.8699,33.4858
A-017,2026-08-12T06:00:00+00:00,-68.8699,33.4858,-68.9421,33.545,11122.7,7378.7,50.6,0.84,343.6,25.5,332.9,0.59,328.6,42.7,-68.7896,33.4202
A-017,2026-08-12T12:00:00+00:00,-68.7896,33.4202,-68.6928,33.2622,11122.7,7378.7,50.6,1.25,149.5,18.7,162.8,1.17,134.5,26.3,-68.8972,33.5956
A-017,2026-08-12T18:00:00+00:00,-68.8972,33.5956,-68.9779,33.5838,11122.7,7378.7,50.6,0.9,3.0,26.8,7.7,0.59,348.0,30.2,-68.8076,33.6087
A-017,2026-08-13T00:00:00+00:00,-68.8076,33.6087,-68.7957,33.8222,11122.7,7378.7,50.6,0.87,261.2,30.1,263.7,0.47,246.2,28.6,-68.8208,33.3715
A-017,2026-08-13T06:00:00+00:00,-68.8208,33.3715,-68.7775,33.521,11122.7,7378.7,50.6,0.77,231.3,21.8,238.2,0.52,216.3,27.7,-68.869,33.2053
A-017,2026-08-13T12:00:00+00:00,-68.869,33.2053,-68.8237,32.8831,11122.7,7378.7,50.6,1.38,111.3,35.4,73.5,1.08,96.3,39.5,-68.9193,33.5632
A-017,2026-08-13T18:00:00+00:00,-68.9193,33.5632,-68.915,33.4111,11122.7,7378.7,50.6,0.61,94.5,28.6,55.4,0.29,79.5,50.8,-68.9241,33.7323
A-017,2026-08-14T00:00:00+00:00,-68.9241,33.7323,-68.8529,33.6637,11122.7,7378.7,50.6,0.84,160.9,8.2,134.8,0.95,145.9,78.0,-69.0031,33.8084
A-017,2026-08-14T06:00:00+00:00,-69.0031,33.8084,-69.0026,33.9547,11122.7,7378.7,50.6,0.58,269.4,11.3,275.2,0.5,254.4,27.0,-69.0037,33.6459
A-017,2026-08-14T12:00:00+00:00,-69.0037,33.6459,-69.0401,33.7723,11122.7,7378.7,50.6,0.64,308.8,14.9,292.5,0.57,293.8,56.1,-68.9634,33.5055
A-017,2026-08-14T18:00:00+00:00,-68.9634,33.5055,-69.087,33.3738,11122.7,7378.7,50.6,1.47,20.9,28.3,342.0,1.5,5.9,79.6,-68.8259,33.6519
A-017,2026-08-15T00:00:00+00:00,-68.8259,33.6519,-68.8991,33.638,11122.7,7378.7,50.6,0.81,3.9,37.5,319.1,0.42,348.9,54.6,-68.7447,33.6674
A-017,2026-08-15T06:00:00+00:00,-68.7447,33.6674,-68.8252,33.6481,11122.7,7378.7,50.6,0.9,5.0,25.0,343.3,0.79,350.0,71.7,-68.6552,33.6888
A-017,2026-08-15T12:00:00+00:00,-68.6552,33.6888,-68.6273,33.5692,11122.7,7378.7,50.6,0.57,122.7,16.4,93.7,0.5,107.7,70.2,-68.6863,33.8217
A-017,2026-08-15T18:00:00+00:00,-68.6863,33.8217,-68.6293,33.7744,11122.7,7378.7,50.6,0.66,163.2,8.6,146.1,0.73,148.2,80.3,-68.7496,33.8742
A-017,2026-08-16T00:00:00+00:00,-68.7496,33.8742,-68.7712,33.5154,11122.7,7378.7,50.6,1.46,80.6,34.2,41.5,1.17,65.6,34.9,-68.7256,34.2729
A-017,2026-08-16T06:00:00+00:00,-68.7256,34.2729,-68.776,34.2836,11122.7,7378.7,50.6,0.56,355.6,29.0,341.8,0.36,340.6,79.1,-68.6696,34.261
A-017,2026-08-16T12:00:00+00:00,-68.6696,34.261,-68.6811,34.4147,11122.7,7378.7,50.6,0.63,281.6,25.4,265.5,0.39,266.6,55.0,-68.6568,34.0903
A-017,2026-08-16T18:00:00+00:00,-68.6568,34.0903,-68.7161,33.7963,11122.7,7378.7,50.6,1.36,61.0,15.0,45.5,1.47,46.0,59.4,-68.591,34.4169
A-017,2026-08-17T00:00:00+00:00,-68.591,34.4169,-68.5866,34.117,11122.7,7378.7,50.6,1.22,92.3,34.5,86.9,0.97,77.3,54.9,-68.5958,34.7502
A-017,2026-08-17T06:00:00+00:00,-68.5958,34.7502,-68.5756,34.6324,11122.7,7378.7,50.6,0.53,115.2,15.8,119.5,0.39,100.2,47.8,-68.6184,34.8811
A-017,2026-08-17T12:00:00+00:00,-68.6184,34.8811,-68.6586,34.5388,11122.7,7378.7,50.6,1.46,72.1,33.5,73.9,1.32,57.1,61.4,-68.5737,35.2615
A-017,2026-08-17T18:00:00+00:00,-68.5737,35.2615,-68.5597,35.3881,11122.7,7378.7,50.6,0.54,253.2,23.5,224.9,0.3,238.2,55.5,-68.5892,35.1207
A-017,2026-08-18T00:00:00+00:00,-68.5892,35.1207,-68.5624,34.9794,11122.7,7378.7,50.6,0.65,117.4,30.1,115.9,0.43,102.4,75.1,-68.619,35.2778
A-017,2026-08-18T06:00:00+00:00,-68.619,35.2778,-68.6806,35.5015,11122.7,7378.7,50.6,1.13,307.1,8.9,275.6,1.29,292.1,64.9,-68.5505,35.0293
A-017,2026-08-18T12:00:00+00:00,-68.5505,35.0293,-68.5361,35.1777,11122.7,7378.7,50.6,0.62,255.2,33.9,260.3,0.32,240.2,68.2,-68.5664,34.8644
A-017,2026-08-18T18:00:00+00:00,-68.5664,34.8644,-68.6462,34.6606,11122.7,7378.7,50.6,1.21,43.0,27.1,29.2,1.16,28.0,72.3,-68.4778,35.0908
A-017,2026-08-19T00:00:00+00:00,-68.4778,35.0908,-68.5441,35.3034,11122.7,7378.7,50.6,1.14,310.4,21.2,321.9,1.11,295.4,61.0,-68.4041,34.8546
A-017,2026-08-19T06:00:00+00:00,-68.4041,34.8546,-68.4777,34.7991,11122.7,7378.7,50.6,0.85,15.5,37.1,9.3,0.41,0.5,44.6,-68.3222,34.9162
A-017,2026-08-19T12:00:00+00:00,-68.3222,34.9162,-68.4173,34.9195,11122.7,7378.7,50.6,1.06,359.3,11.5,329.1,1.1,344.3,37.0,-68.2165,34.9127
A-017,2026-08-19T18:00:00+00:00,-68.2165,34.9127,-68.2753,35.0875,11122.7,7378.7,50.6,0.97,312.2,10.6,292.6,1.04,297.2,51.0,-68.1512,34.7184
A-017,2026-08-20T00:00:00+00:00,-68.1512,34.7184,-68.1866,34.7893,11122.7,7378.7,50.6,0.49,323.2,22.7,327.7,0.31,308.2,69.6,-68.112,34.6396
A-017,2026-08-20T06:00:00+00:00,-68.112,34.6396,-68.145,34.8141,11122.7,7378.7,50.6,0.81,296.9,23.0,283.8,0.64,281.9,53.0,-68.0753,34.4457
A-017,2026-08-20T12:00:00+00:00,-68.0753,34.4457,-68.1045,34.3786,11122.7,7378.7,50.6,0.43,40.6,22.0,15.9,0.27,25.6,77.6,-68.0428,34.5203
A-017,2026-08-20T18:00:00+00:00,-68.0428,34.5203,-68.0322,34.6494,11122.7,7378.7,50.6,0.55,257.6,19.3,229.2,0.32,242.6,37.9,-68.0545,34.3769
A-017,2026-08-21T00:00:00+00:00,-68.0545,34.3769,-68.0227,34.3188,11122.7,7378.7,50.6,0.43,145.8,12.5,136.0,0.37,130.8,71.9,-68.09,34.4414
A-017,2026-08-21T06:00:00+00:00,-68.09,34.4414,-68.1695,34.5002,11122.7,7378.7,50.6,0.92,344.6,23.4,356.6,0.72,329.6,40.2,-68.0016,34.376
A-017,2026-08-21T12:00:00+00:00,-68.0016,34.376,-67.9262,34.583,11122.7,7378.7,50.6,1.2,225.8,13.1,207.7,1.22,210.8,22.6,-68.0853,34.1461
A-017,2026-08-21T18:00:00+00:00,-68.0853,34.1461,-68.0242,34.11,11122.7,7378.7,50.6,0.69,167.5,22.1,146.4,0.54,152.5,59.9,-68.1532,34.1863
A-017,2026-08-22T00:00:00+00:00,-68.1532,34.1863,-68.0261,34.0563,11122.7,7378.7,50.6,1.51,159.2,21.8,127.8,1.6,144.2,70.6,-68.2944,34.3307
A-017,2026-08-22T06:00:00+00:00,-68.2944,34.3307,-68.3573,34.6162,11122.7,7378.7,50.6,1.36,300.8,36.6,308.2,0.94,285.8,23.9,-68.2246,34.0134
A-017,2026-08-22T12:00:00+00:00,-68.2246,34.0134,-68.3494,34.1754,11122.7,7378.7,50.6,1.54,334.3,32.1,334.1,1.41,319.3,54.4,-68.0859,33.8334
A-017,2026-08-22T18:00:00+00:00,-68.0859,33.8334,-68.1928,33.9977,11122.7,7378.7,50.6,1.37,330.2,34.7,329.5,1.23,315.2,67.7,-67.967,33.6509
A-017,2026-08-23T00:00:00+00:00,-67.967,33.6509,-67.9243,33.8974,11122.7,7378.7,50.6,1.13,245.2,36.9,231.8,0.97,230.2,77.2,-68.0145,33.377
A-017,2026-08-23T06:00:00+00:00,-68.0145,33.377,-68.0564,33.1251,11122.7,7378.7,50.6,1.15,66.0,15.5,69.8,1.21,51.0,62.1,-67.968,33.657
A-017,2026-08-23T12:00:00+00:00,-67.968,33.657,-67.9853,33.3747,11122.7,7378.7,50.6,1.19,80.7,20.0,87.2,1.14,65.7,46.0,-67.9487,33.9707
A-017,2026-08-23T18:00:00+00:00,-67.9487,33.9707,-67.9738,34.219,11122.7,7378.7,50.6,1.07,285.1,28.3,261.4,0.93,270.1,63.4,-67.9208,33.6947
A-017,2026-08-24T00:00:00+00:00,-67.9208,33.6947,-67.8936,33.6439,11122.7,7378.7,50.6,0.37,144.9,17.2,107.1,0.23,129.9,69.2,-67.951,33.7512
A-017,2026-08-24T06:00:00+00:00,-67.951,33.7512,-67.9528,34.0637,11122.7,7378.7,50.6,1.3,270.9,11.9,260.0,1.38,255.9,26.8,-67.9491,33.404
A-017,2026-08-24T12:00:00+00:00,-67.9491,33.404,-67.9712,33.1243,11122.7,7378.7,50.6,1.19,78.1,36.8,90.7,0.85,63.1,45.4,-67.9245,33.7148
A-017,2026-08-24T18:00:00+00:00,-67.9245,33.7148,-67.9234,33.9181,11122.7,7378.7,50.6,0.85,269.2,36.4,227.4,0.42,254.2,44.3,-67.9257,33.4889
A-017,2026-08-25T00:00:00+00:00,-67.9257,33.4889,-67.9744,33.5193,11122.7,7378.7,50.6,0.55,346.8,16.7,314.4,0.46,331.8,66.9,-67.8717,33.4551
A-017,2026-08-25T06:00:00+00:00,-67.8717,33.4551,-67.8227,33.4832,11122.7,7378.7,50.6,0.56,192.1,19.1,195.6,0.46,177.1,76.3,-67.9262,33.424
A-017,2026-08-25T12:00:00+00:00,-67.9262,33.424,-67.887,33.6396,11122.7,7378.7,50.6,1.0,244.2,29.9,240.7,0.86,229.2,71.5,-67.9698,33.1844
A-017,2026-08-25T18:00:00+00:00,-67.9698,33.1844,-67.8396,33.3211,11122.7,7378.7,50.6,1.55,201.5,33.9,184.7,1.54,186.5,79.6,-68.1145,33.0325
A-017,2026-08-26T00:00:00+00:00,-68.1145,33.0325,-68.12,32.9419,11122.7,7378.7,50.6,0.38,80.8,8.7,81.3,0.35,65.8,65.3,-68.1084,33.1332
A-017,2026-08-26T06:00:00+00:00,-68.1084,33.1332,-68.1729,33.2436,11122.7,7378.7,50.6,0.85,327.5,23.6,298.9,0.59,312.5,28.7,-68.0367,33.0106
A-017,2026-08-26T12:00:00+00:00,-68.0367,33.0106,-68.009,33.316,11122.7,7378.7,50.6,1.3,256.4,26.3,251.0,1.14,241.4,38.8,-68.0674,32.6713
A-017,2026-08-26T18:00:00+00:00,-68.0674,32.6713,-68.1488,32.6911,11122.7,7378.7,50.6,0.91,354.8,27.2,357.5,0.61,339.8,34.0,-67.9771,32.6493
A-017,2026-08-27T00:00:00+00:00,-67.9771,32.6493,-68.0284,32.795,11122.7,7378.7,50.6,0.83,313.2,37.1,296.6,0.47,298.2,58.2,-67.9201,32.4874
A-017,2026-08-27T06:00:00+00:00,-67.9201,32.4874,-67.9463,32.1756,11122.7,7378.7,50.6,1.33,77.4,34.5,44.0,1.22,62.4,72.4,-67.8909,32.8338
A-017,2026-08-27T12:00:00+00:00,-67.8909,32.8338,-67.8898,33.0189,11122.7,7378.7,50.6,0.77,269.1,10.7,256.1,0.84,254.1,77.1,-67.8922,32.6281
A-017,2026-08-27T18:00:00+00:00,-67.8922,32.6281,-68.0169,32.5277,11122.7,7378.7,50.6,1.45,16.9,11.7,17.4,1.57,1.9,25.9,-67.7536,32.7398
A-017,2026-08-28T00:00:00+00:00,-67.7536,32.7398,-67.7068,32.7872,11122.7,7378.7,50.6,0.56,201.0,28.4,177.3,0.39,186.0,85.0,-67.8057,32.6871
A-017,2026-08-28T06:00:00+00:00,-67.8057,32.6871,-67.7829,32.6289,11122.7,7378.7,50.6,0.35,136.0,9.2,146.4,0.25,121.0,25.5,-67.831,32.7517
A-017,2026-08-28T12:00:00+00:00,-67.831,32.7517,-67.8955,32.9124,11122.7,7378.7,50.6,0.98,316.8,30.5,274.1,0.9,301.8,84.4,-67.7593,32.5732
A-017,2026-08-28T18:00:00+00:00,-67.7593,32.5732,-67.8659,32.4838,11122.7,7378.7,50.6,1.24,17.6,10.9,345.9,1.4,2.6,66.8,-67.6408,32.6725
A-017,2026-08-29T00:00:00+00:00,-67.6408,32.6725,-67.7837,32.669,11122.7,7378.7,50.6,1.59,0.5,23.7,3.0,1.48,345.5,21.7,-67.4819,32.6765
A-017,2026-08-29T06:00:00+00:00,-67.4819,32.6765,-67.4179,32.8214,11122.7,7378.7,50.6,0.94,220.9,32.3,211.0,0.67,205.9,55.7,-67.5531,32.5154
A-017,2026-08-29T12:00:00+00:00,-67.5531,32.5154,-67.5049,32.6036,11122.7,7378.7,50.6,0.65,214.9,33.1,188.6,0.22,199.9,41.7,-67.6068,32.4175
A-017,2026-08-29T18:00:00+00:00,-67.6068,32.4175,-67.5085,32.5877,11122.7,7378.7,50.6,1.31,213.4,27.1,179.0,1.22,198.4,58.7,-67.7159,32.2283
A-017,2026-08-30T00:00:00+00:00,-67.7159,32.2283,-67.8603,32.1964,11122.7,7378.7,50.6,1.61,4.8,36.8,326.9,1.48,349.8,64.2,-67.5555,32.2638
A-017,2026-08-30T06:00:00+00:00,-67.5555,32.2638,-67.5387,32.4659,11122.7,7378.7,50.6,0.88,257.7,19.8,219.5,0.68,242.7,25.0,-67.5743,32.0393
A-017,2026-08-30T12:00:00+00:00,-67.5743,32.0393,-67.6662,32.2852,11122.7,7378.7,50.6,1.46,314.4,26.1,291.1,1.42,299.4,57.4,-67.4721,31.766
A-017,2026-08-30T18:00:00+00:00,-67.4721,31.766,-67.4444,31.6502,11122.7,7378.7,50.6,0.58,122.0,11.3,105.2,0.52,107.0,42.3,-67.503,31.8948
A-81,2026-08-01T00:00:00+00:00,-71.7362,-50.3742,-71.7657,-50.6545,34893.6,15995.6,249.1,1.03,71.5,12.7,77.6,1.04,56.5,35.6,-71.7035,-50.0627
A-81,2026-08-01T06:00:00+00:00,-71.7035,-50.0627,-71.6787,-50.19,34893.6,15995.6,249.1,0.52,121.9,16.3,121.6,0.31,106.9,22.4,-71.7312,-49.9212
A-81,2026-08-01T12:00:00+00:00,-71.7312,-49.9212,-71.7405,-49.7558,34893.6,15995.6,249.1,0.58,280.2,30.4,263.1,0.38,265.2,81.1,-71.7208,-50.1049
A-81,2026-08-01T18:00:00+00:00,-71.7208,-50.1049,-71.6925,-50.1298,34893.6,15995.6,249.1,0.33,164.6,9.3,132.1,0.23,149.6,35.4,-71.7522,-50.0773
A-81,2026-08-02T00:00:00+00:00,-71.7522,-50.0773,-71.5989,-50.0435,34893.6,15995.6,249.1,1.71,183.9,36.1,154.3,1.55,168.9,53.8,-71.9225,-50.1148
A-81,2026-08-02T06:00:00+00:00,-71.9225,-50.1148,-71.9601,-49.9382,34893.6,15995.6,249.1,0.74,304.5,10.9,268.7,0.8,289.5,81.0,-71.8807,-50.311
A-81,2026-08-02T12:00:00+00:00,-71.8807,-50.311,-71.9467,-50.2851,34893.6,15995.6,249.1,0.74,353.0,36.3,314.9,0.28,338.0,43.5,-71.8074,-50.3398
A-81,2026-08-02T18:00:00+00:00,-71.8074,-50.3398,-71.7645,-49.9737,34893.6,15995.6,249.1,1.36,249.4,19.9,218.7,1.35,234.4,45.1,-71.855,-50.7466
A-81,2026-08-03T00:00:00+00:00,-71.855,-50.7466,-71.9763,-50.9194,34893.6,15995.6,249.1,1.47,23.9,28.5,26.2,1.52,8.9,81.9,-71.7203,-50.5546
A-81,2026-08-03T06:00:00+00:00,-71.7203,-50.5546,-71.736,-50.8269,34893.6,15995.6,249.1,0.96,79.6,31.0,91.4,0.68,64.6,47.9,-71.7029,-50.2522
A-81,2026-08-03T12:00:00+00:00,-71.7029,-50.2522,-71.6485,-50.2533,34893.6,15995.6,249.1,0.6,179.6,24.5,157.0,0.35,164.6,51.5,-71.7633,-50.2509
A-81,2026-08-03T18:00:00+00:00,-71.7633,-50.2509,-71.7215,-50.0943,34893.6,15995.6,249.1,0.71,229.5,30.9,231.9,0.4,214.5,54.1,-71.8097,-50.4249
A-81,2026-08-04T00:00:00+00:00,-71.8097,-50.4249,-71.8094,-50.3217,34893.6,15995.6,249.1,0.36,269.4,15.9,269.9,0.26,254.4,78.3,-71.8101,-50.5395
A-81,2026-08-04T06:00:00+00:00,-71.8101,-50.5395,-71.7402,-50.5134,34893.6,15995.6,249.1,0.78,186.7,8.1,190.0,0.83,171.7,39.4,-71.8878,-50.5685
A-81,2026-08-04T12:00:00+00:00,-71.8878,-50.5685,-71.9034,-50.243,34893.6,15995.6,249.1,1.14,278.8,22.3,240.2,0.97,263.8,28.9,-71.8704,-50.9302
A-81,2026-08-04T18:00:00+00:00,-71.8704,-50.9302,-71.8449,-51.1274,34893.6,15995.6,249.1,0.74,112.6,9.4,84.1,0.72,97.6,23.5,-71.8987,-50.7111
A-81,2026-08-05T00:00:00+00:00,-71.8987,-50.7111,-71.7719,-50.6834,34893.6,15995.6,249.1,1.41,183.9,28.0,162.6,1.17,168.9,23.1,-72.0397,-50.742
A-81,2026-08-05T06:00:00+00:00,-72.0397,-50.742,-71.9781,-50.4413,34893.6,15995.6,249.1,1.24,236.4,19.0,203.2,1.19,221.4,38.6,-72.1081,-51.0761
A-81,2026-08-05T12:00:00+00:00,-72.1081,-51.0761,-72.1912,-51.4005,34893.6,15995.6,249.1,1.44,50.2,13.5,5.7,1.59,35.2,57.9,-72.0158,-50.7156
A-81,2026-08-05T18:00:00+00:00,-72.0158,-50.7156,-72.0574,-50.4225,34893.6,15995.6,249.1,1.11,294.7,13.0,272.2,1.19,279.7,60.7,-71.9696,-51.0413
A-81,2026-08-06T00:00:00+00:00,-71.9696,-51.0413,-71.9201,-50.7849,34893.6,15995.6,249.1,1.04,238.0,31.0,206.2,0.73,223.0,39.3,-72.0247,-51.3262
A-81,2026-08-06T06:00:00+00:00,-72.0247,-51.3262,-71.9847,-51.0281,34893.6,15995.6,249.1,1.11,246.5,24.6,217.7,1.04,231.5,64.1,-72.0693,-51.6575
A-81,2026-08-06T12:00:00+00:00,-72.0693,-51.6575,-71.9261,-51.7652,34893.6,15995.6,249.1,1.63,167.0,37.4,164.2,1.44,152.0,54.8,-72.2283,-51.5379
A-81,2026-08-06T18:00:00+00:00,-72.2283,-51.5379,-72.1276,-51.8334,34893.6,15995.6,249.1,1.5,138.2,19.0,138.3,1.53,123.2,41.5,-72.3403,-51.2096
A-81,2026-08-07T00:00:00+00:00,-72.3403,-51.2096,-72.4157,-51.2589,34893.6,15995.6,249.1,0.85,11.2,11.1,7.7,0.9,356.2,60.2,-72.2565,-51.1547
A-81,2026-08-07T06:00:00+00:00,-72.2565,-51.1547,-72.2905,-51.41,34893.6,15995.6,249.1,0.94,66.4,37.2,70.0,0.45,51.4,32.0,-72.2188,-50.8711
A-81,2026-08-07T12:00:00+00:00,-72.2188,-50.8711,-72.2408,-50.6555,34893.6,15995.6,249.1,0.77,288.4,31.4,295.0,0.61,273.4,83.0,-72.1944,-51.1107
A-81,2026-08-07T18:00:00+00:00,-72.1944,-51.1107,-72.0834,-50.8925,34893.6,15995.6,249.1,1.44,211.0,20.1,201.5,1.51,196.0,65.5,-72.3177,-51.353
A-81,2026-08-08T00:00:00+00:00,-72.3177,-51.353,-72.231,-51.4439,34893.6,15995.6,249.1,1.01,162.3,37.7,170.3,0.76,147.3,69.6,-72.414,-51.2521
A-81,2026-08-08T06:00:00+00:00,-72.414,-51.2521,-72.4956,-51.4865,34893.6,15995.6,249.1,1.2,40.9,37.2,11.0,0.82,25.9,40.1,-72.3233,-50.9916
A-81,2026-08-08T12:00:00+00:00,-72.3233,-50.9916,-72.3033,-50.6535,34893.6,15995.6,249.1,1.16,259.0,36.3,260.8,0.93,244.0,63.6,-72.3454,-51.3672
A-81,2026-08-08T18:00:00+00:00,-72.3454,-51.3672,-72.2692,-51.4014,34893.6,15995.6,249.1,0.85,172.3,26.1,130.2,0.54,157.3,29.0,-72.4301,-51.3292
A-81,2026-08-09T00:00:00+00:00,-72.4301,-51.3292,-72.5248,-51.0305,34893.6,15995.6,249.1,1.45,316.4,34.9,272.5,1.37,301.4,73.8,-72.325,-51.6612
A-81,2026-08-09T06:00:00+00:00,-72.325,-51.6612,-72.468,-51.4678,34893.6,15995.6,249.1,1.72,337.7,34.9,345.6,1.44,322.7,29.3,-72.1661,-51.8761
A-81,2026-08-09T12:00:00+00:00,-72.1661,-51.8761,-72.126,-51.67,34893.6,15995.6,249.1,0.83,237.6,28.9,219.6,0.68,222.6,75.2,-72.2107,-52.1051
A-81,2026-08-09T18:00:00+00:00,-72.2107,-52.1051,-72.176,-51.9221,34893.6,15995.6,249.1,0.73,238.2,12.4,212.6,0.7,223.2,48.2,-72.2492,-52.3084
A-81,2026-08-10T00:00:00+00:00,-72.2492,-52.3084,-72.2739,-52.0835,34893.6,15995.6,249.1,0.81,289.8,16.0,282.1,0.74,274.8,46.5,-72.2218,-52.5583
A-81,2026-08-10T06:00:00+00:00,-72.2218,-52.5583,-72.241,-52.4896,34893.6,15995.6,249.1,0.32,312.4,10.2,298.5,0.22,297.4,47.7,-72.2005,-52.6347
A-81,2026-08-10T12:00:00+00:00,-72.2005,-52.6347,-72.1728,-52.4551,34893.6,15995.6,249.1,0.68,243.3,28.2,246.8,0.4,228.3,54.4,-72.2312,-52.8343
A-81,2026-08-10T18:00:00+00:00,-72.2312,-52.8343,-72.3559,-52.7847,34893.6,15995.6,249.1,1.39,353.1,25.1,353.0,1.25,338.1,32.5,-72.0926,-52.8893
A-81,2026-08-11T00:00:00+00:00,-72.0926,-52.8893,-72.0524,-52.7454,34893.6,15995.6,249.1,0.66,227.7,16.0,194.9,0.54,212.7,40.2,-72.1373,-53.0492
A-81,2026-08-11T06:00:00+00:00,-72.1373,-53.0492,-72.1056,-52.9843,34893.6,15995.6,249.1,0.42,212.1,23.3,225.4,0.26,197.1,82.3,-72.1725,-53.1213
A-81,2026-08-11T12:00:00+00:00,-72.1725,-53.1213,-72.1535,-53.2451,34893.6,15995.6,249.1,0.47,116.7,22.4,80.5,0.21,101.7,48.2,-72.1937,-52.9838
